spec.name,Scientific_name,TSN,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Leontodon autumalis,Leontodon autumnalis,NA,Leontodon autumalis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,34,1,wfo-0000022256,urn:lsid:ipni.org:names:243480-1,GCC-7C5AD615-6F2C-427D-9C9C-C9F69D0F5EA0,species,wfo-4000034833,(L.) Moench,Asteraceae,Cichorioideae,Cichorieae,Hypochaeridinae,Scorzoneroides,,autumnalis,,species,Valid,Methodus : 549 (1794),Accepted,,wfo-0000024940,NA,"Source in seed data: gcc Update namepublishedIn from Methodus (Moench) 549. 1794 [4 May 1794] to Methodus : 549 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",https://cichorieae.e-taxonomy.net/portal/cdm_dataportal/taxon/0c17975e-14d9-432b-846a-9f290c1a88fe,The Asteraceaae TEN,A,gcc-121516,,TRUE,Synonym,wfo-0000010339,Leontodon autumnalis,smallest ID
Lespedza capitata,Lespedeza capitata,NA,Lespedza capitata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,35,1,wfo-0000164446,urn:lsid:ipni.org:names:138638-2,10876,species,wfo-4000021455,Michx.,Fabaceae,Papilionoideae,,,Lespedeza,,capitata,,species,Valid,Fl. Bor.-Amer. 2: 71 (1803),Accepted,,,NA,"Source in seed data: ildis Updated namepublishedIn from to Fl. Bor.-Amer. (Michaux) 2: 71. 1803 [19 Mar 1803] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-108",https://www.legumedata.org/taxonomy/taxon/2345956,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-10876,,FALSE,,,,
Lespedza hirta,Lespedeza hirta,NA,Lespedza hirta,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,36,2,wfo-0000173701,urn:lsid:ipni.org:names:30017567-2,19840,species,wfo-4000021455,(L.) Hornem.,Fabaceae,Papilionoideae,,,Lespedeza,,hirta,,species,Valid,Hort. Bot. Hafn. 2: 699 (1815),Accepted,,wfo-0000175969,NA,"Source in seed data: ildis Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/ild-19840, according to WCVP, information provided by Alan E. on email Dec 02 2020 More",https://www.legumedata.org/taxonomy/taxon/2345641,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-19840,,FALSE,,,,Accepted
Lespedza intermedia,Lespedeza violacea,NA,Lespedza intermedia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,37,1,wfo-0000173705,urn:lsid:ipni.org:names:30033602-2,19844,species,wfo-4000021455,(L.) Pers.,Fabaceae,Papilionoideae,,,Lespedeza,,violacea,,species,Valid,Syn. Pl. 2: 318 (1807),Accepted,,wfo-0000175980,NA,"Source in seed data: ildis Updated scientificnameAuthorship from Pers. to (L.) Pers., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-19844 >The Plant List v.1.1.<",https://www.legumedata.org/taxonomy/taxon/2345671,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-19844,,TRUE,Synonym,wfo-0000164448,Lespedeza intermedia,smallest ID
Lespedza virginica,Lespedeza virginica,NA,Lespedza virginica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,38,1,wfo-0000164452,urn:lsid:ipni.org:names:138683-2,10881,species,wfo-4000021455,(L.) Britton,Fabaceae,Papilionoideae,,,Lespedeza,,virginica,,species,Valid,Trans. New York Acad. Sci. 12: 64 (1893),Accepted,,wfo-0000166795,NA,"Source in seed data: ildis Update namepublishedIn from to Trans. New York Acad. Sci. 12: 64 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-10881 >The Plan",https://www.legumedata.org/taxonomy/taxon/2345709,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-10881,,FALSE,,,,
Lilium philadelphium,Lilium philadelphicum,NA,Lilium philadelphium,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,39,1,wfo-0000677468,urn:lsid:ipni.org:names:537725-1,279881,species,wfo-4000021746,L.,Liliaceae,,,,Lilium,,philadelphicum,,species,Valid,"Sp. Pl., ed. 2. : 435 (1762)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. ed. 2 435 1762 to Sp. Pl. ed. 2 : 435 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-279881 >",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:537725-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-279881,,FALSE,,,,
Lilium tigrum,Fritillaria camschatcensis,NA,Lilium tigrum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,40,1,wfo-0000767712,urn:lsid:ipni.org:names:535082-1,306541,species,wfo-4000015067,(L.) Ker Gawl.,Liliaceae,,,,Fritillaria,,camschatcensis,,species,Valid,Bot. Mag.  30: t. 1216 (1809),Accepted,,wfo-0000684834,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Ker Gawl. to Ker Gawl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-306541 >The Plant List ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:535082-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-306541,,TRUE,Synonym,wfo-0000679128,Lilium nigrum,
Lonicera semperviens,Lonicera sempervirens,NA,Lonicera semperviens,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,41,1,wfo-0001290705,urn:lsid:ipni.org:names:30080890-2,6000257,species,wfo-4000022170,L.,Caprifoliaceae,,,,Lonicera,,sempervirens,,species,Valid,Sp. Pl. : 173 (1753),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 173 1753 to Sp. Pl. : 173 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6000257 >The Plan",http://www.theplantlist.org/tpl1.1/record/tro-6000257,The Dipsacales TEN,A,tro-6000257,,FALSE,,,,
Lonicera tartarica,Lonicera tatarica,NA,Lonicera tartarica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,42,1,wfo-0000360195,urn:lsid:ipni.org:names:149131-1,480276,species,wfo-4000022170,L.,Caprifoliaceae,,,,Lonicera,,tatarica,,species,Valid,Sp. Pl. : 173 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 173 1753 to Sp. Pl. : 173 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2340703 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-2340703,The Dipsacales TEN,A,kew-2340703,,FALSE,,,,
Lotus corniculatus,Lotus corniculatus,NA,Lotus  corniculatus,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,43,1,wfo-0000212180,urn:lsid:ipni.org:names:30179739-2,7260,species,wfo-4000022302,L.,Fabaceae,Papilionoideae,,,Lotus,,corniculatus,,species,Valid,Sp. Pl. : 775 (1753),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from to Sp. Pl. : 775 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-7260 >The Plant List v.1.1.</a> Ori",https://www.legumedata.org/taxonomy/taxon/2345329,The Fabaceae TEN - Legume Taxonomy Working Group,A,ild-7260,,FALSE,,,,
Lysimachia thrysiflora,Lysimachia thyrsiflora,NA,Lysimachia thrysiflora,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,44,1,wfo-0000442400,urn:lsid:ipni.org:names:148161-2,628948,species,wfo-4000022565,L.,Primulaceae,,,,Lysimachia,,thyrsiflora,,species,Valid,Sp. Pl. : 147 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 147 1753 to Sp. Pl. : 147 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2492247 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148161-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2492247,,FALSE,,,,Accepted
Matricaria matricariodes,Matricaria matricarioides,NA,Matricaria matricariodes,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,45,1,wfo-0000001305,urn:lsid:ipni.org:names:154728-2,GCC-7B3D4600-5858-40DF-BAC4-9C667F85E05A,species,wfo-4000023328,(Less.) Porter,Asteraceae,Asteroideae,Anthemideae,,Matricaria,,matricarioides,,species,Valid,Mem. Torrey Bot. Club 5: 341 (1894),Accepted,,wfo-0000138100,NA,"Source in seed data: gcc Updated scientificnameAuthorship from (Less.) Porter ex Britton to (Less.) Porter, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-101252 ",https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1102786,The Asteraceaae TEN,A,gcc-101252,,FALSE,,,,
Nuphar microphyllum,Nuphar microphylla,NA,Nuphar microphyllum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,46,1,wfo-0001086843,urn:lsid:ipni.org:names:171086-2,22600002,species,wfo-4000026383,Fernald,Nymphaeaceae,,,,Nuphar,,microphylla,,species,Valid,Rhodora  19: 111 (1917),Accepted,,wfo-0001086917,NA,"Source in seed data: tro Updated scientificnameAuthorship from (Pers.) Fernald to Fernald, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-22600002 >The Plant List",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171086-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-22600002,,FALSE,,,,
Nuphar variegatum,Nuphar variegata,NA,Nuphar variegatum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,47,1,wfo-0001086877,urn:lsid:ipni.org:names:1117161-2,22600101,species,wfo-4000026383,Engelm. ex Durand,Nymphaeaceae,,,,Nuphar,,variegata,,species,Valid,Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist.  19: 73 (1866),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist. 19: 73. 1866 to Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist. 19: 73 (1866), information provided by Alan E. on email",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1117161-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-22600101,,FALSE,,,,
Parietaria pensylvania,Parietaria pensylvanica,NA,Parietaria pensylvania,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,48,1,wfo-0000473229,urn:lsid:ipni.org:names:183216-2,682252,species,wfo-4000028202,Muhl. ex Willd.,Urticaceae,,,,Parietaria,,pensylvanica,,species,Valid,"Sp. Pl., ed. 4 , 4: 955 (1806)",Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 4: 955 1806 to Sp. Pl., ed. 4 , 4: 955 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2546420",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:183216-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2546420,,FALSE,,,,
Peltandra virginiana,Peltandra virginica,NA,Peltandra virginiana,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,49,1,wfo-0000266706,urn:lsid:ipni.org:names:30050019-2,149727,species,wfo-4000028490,(L.) Schott,Araceae,,,,Peltandra,,virginica,,species,Valid,Melet. Bot. : 19 (1832),Accepted,,wfo-0000281818,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Schott to (L.) Raf. ex Schott, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-149727 >The Plan",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:87608-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-149727,,FALSE,,,,Accepted
Plantago rugelli,Plantago rugelii,NA,Plantago rugelli,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,50,1,wfo-0001094845,urn:lsid:ipni.org:names:685608-1,25200065,species,wfo-4000030044,Decne.,Plantaginaceae,,,,Plantago,,rugelii,,species,Valid,Prodr. 13(1): 700 (1852),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Prodr. 13(1): 700 1852 to Prodr. 13(1): 700 (1852), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25200065 >",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685608-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-25200065,,FALSE,,,,
Pogonia ophioglossiodes,Pogonia ophioglossoides,NA,Pogonia  ophioglossiodes,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,51,1,wfo-0000279548,urn:lsid:ipni.org:names:1089332-2,161992,species,wfo-4000030573,(L.) Ker Gawl.,Orchidaceae,,,,Pogonia,,ophioglossoides,,species,Valid,Bot. Reg. 2: t. 148 (1816),Accepted,,wfo-0000264040,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Reg. 2: t. 148 1816 to Bot. Reg. 2: t. 148 (1816), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-161992",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1089332-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-161992,,FALSE,,,,
Polygala pauciflora,Polygala paucifolia,29306,Polygala pauciflora,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,52,2,wfo-0001100533,urn:lsid:ipni.org:names:690883-1,25900824,species,wfo-4000024988,DC.,Polygalaceae,,,,Muraltia,,pauciflora,,species,Valid,Prodr. 1: 337 (1824),Accepted,,,NA,"Source in seed data: tro Updated scientificnameAuthorship from (Thunb.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25900824 >The Plant List v.1.1.",http://www.theplantlist.org/tpl1.1/record/tro-25900824,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-25900824,,TRUE,Synonym,wfo-0000477359,Polygala pauciflora,Accepted
Polygonum caryeyi,Polygonum careyi,NA,Polygonum caryeyi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,53,1,wfo-0000489752,urn:lsid:ipni.org:names:695525-1,708791,species,wfo-4000030745,Olney,Polygonaceae,,,,Polygonum,,careyi,,species,Valid,Proc. Providence Franklin Soc. 1: 29 (1847),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Proc. Providence Franklin Soc. 1: 29 1847 to Proc. Providence Franklin Soc. 1: 29 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/kew-2574819,The Caryophyllales TEN -The Caryophyllales Network,A,kew-2574819,,FALSE,,,,
Raphanus raphanistrum,Raphanus raphanistrum,NA,Raphanus  raphanistrum,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,54,1,wfo-0000402425,urn:lsid:ipni.org:names:217826-2,560470,species,wfo-4000032557,L.,Brassicaceae,,,,Raphanus,,raphanistrum,,species,Valid,Sp. Pl. : 669 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 669 1753 to Sp. Pl. : 669 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2422367 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-2422367,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2422367,,FALSE,,,,
Rhamnus fragularia,Rhamnus fragularia,28579,Rhamnus fragularia,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,FALSE,,,,
Roripa islandica,Rorippa islandica,NA,Roripa islandica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,56,1,wfo-0000399609,urn:lsid:ipni.org:names:288759-1,555491,species,wfo-4000033475,(Oeder) Borbás,Brassicaceae,,,,Rorippa,,islandica,,species,Valid,Balaton Fl. : 392 (1900),Accepted,,wfo-0000431926,NA,"Source in seed data: cmp Update namepublishedIn from Balaton Fl. 392 1900 to Balaton Fl. : 392 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2417297 >The",http://www.theplantlist.org/tpl1.1/record/kew-2417297,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2417297,,FALSE,,,,
Scutellaria laterifolia,Scutellaria laterifolia,32765,Scutellaria laterifolia,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,FALSE,,,,
Sedum telephiodes,Hylotelephium telephioides,NA,Sedum telephiodes,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,58,1,wfo-0001299718,urn:lsid:ipni.org:names:274225-1,8901295,species,wfo-4000018627,(Michx.) H.Ohba,Crassulaceae,,,,Hylotelephium,,telephioides,,species,Valid,Bot. Mag. (Tokyo) 90: 53 (1977),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Bot. Mag. (Tokyo) 90(1017): 53. 1977 to Bot. Mag. (Tokyo) 90: 53 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",http://www.theplantlist.org/tpl1.1/record/tro-8901295,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8901295,,TRUE,Synonym,wfo-0001299806,Sedum telephioides,
Sium sauve,Sium suave,NA,Sium sauve,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,59,1,wfo-0000431479,urn:lsid:ipni.org:names:849061-1,610793,species,wfo-4000035568,Walter,Apiaceae,,,,Sium,,suave,,species,Valid,Fl. Carol. : 115 (1788),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Fl. Carol. 115 1788 to Fl. Carol. : 115 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2473874 >The P",http://www.theplantlist.org/tpl1.1/record/kew-2473874,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2473874,,FALSE,,,,
Sparganium androcladium,Sparganium androcladum,NA,Sparganium androcladium,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,60,1,wfo-0000553776,urn:lsid:ipni.org:names:241068-2,266016,species,wfo-4000035857,(Engelm.) Morong,Typhaceae,,,,Sparganium,,androcladum,,species,Valid,Bull. Torrey Bot. Club  15: 78 (1888),Accepted,,wfo-0000554139,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Engelm.) Morong to Morong, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-266016 >The Plant List v",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:241068-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-266016,,FALSE,,,,
Thallictrum dasycarpum,Thalictrum dasycarpum,NA,Thallictrum dasycarpum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,61,1,wfo-0000453968,urn:lsid:ipni.org:names:714364-1,648806,species,wfo-4000038055,"Fisch., C.A.Mey. & Avé-Lall.",Ranunculaceae,,,,Thalictrum,,dasycarpum,,species,Valid,"Index Seminum (LE, Petropolitanus) 8: 72 (1842)",Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Index Seminum (LE) 8: 72 1842 to Index Seminum (LE, Petropolitanus) 8: 72 (1842), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-2512534,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2512534,,FALSE,,,,
Thallictrum dioicum,Thalictrum dioicum,NA,Thallictrum dioicum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,62,1,wfo-0001129464,urn:lsid:ipni.org:names:714379-1,27100843,species,wfo-4000038055,L.,Ranunculaceae,,,,Thalictrum,,dioicum,,species,Valid,Sp. Pl. : 545 (1753),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 545–546 1753 to Sp. Pl. : 545 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-27100843 >T",http://www.theplantlist.org/tpl1.1/record/tro-27100843,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-27100843,,FALSE,,,,
Thallictrum polygamum,Thalictrum pubescens,NA,Thallictrum polygamum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,63,1,wfo-0001129471,urn:lsid:ipni.org:names:714782-1,27100851,species,wfo-4000038055,Pursh,Ranunculaceae,,,,Thalictrum,,pubescens,,species,Valid,Fl. Amer. Sept. 2: 388 (1813),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Fl. Amer. Sept. 2: 388–389 1814 to Fl. Amer. Sept. 2: 388 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:714782-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-27100851,,TRUE,Synonym,wfo-0001129744,Thalictrum polygamum,
Trillium grandiflorum,Trillium grandiflorum,NA,Trillium  grandiflorum,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,64,1,wfo-0000751101,urn:lsid:ipni.org:names:542553-1,290665,species,wfo-4000039193,(Michx.) Salisb.,Melanthiaceae,,,,Trillium,,grandiflorum,,species,Valid,Parad. Lond. 1: t. 1 (1805),Accepted,,wfo-0000753404,NA,"Source in seed data: wcs Update namepublishedIn from Parad. Lond. t. 1 1805 to Parad. Lond. 1: t. 1 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-290665 ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:542553-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-290665,,FALSE,,,,
Triostemum aurantiacum,Triosteum aurantiacum,NA,Triostemum aurantiacum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,65,1,wfo-0001290748,urn:lsid:ipni.org:names:258558-2,6000332,species,wfo-4000039244,E.P.Bicknell,Caprifoliaceae,,,,Triosteum,,aurantiacum,,species,Valid,Torreya 1: 26 (1901),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Torreya 1(3): 26–28 1901 to Torreya 1: 26 (1901), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6000332 >T",http://www.theplantlist.org/tpl1.1/record/tro-6000332,The Dipsacales TEN,A,tro-6000332,,FALSE,,,,
Uvularia sessifolia,Uvularia sessilifolia,NA,Uvularia sessifolia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,66,1,wfo-0000751338,urn:lsid:ipni.org:names:543416-1,290892,species,wfo-4000039919,L.,Colchicaceae,,,,Uvularia,,sessilifolia,,species,Valid,Sp. Pl. : 304 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 304 1753 to Sp. Pl. : 304 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-290892 >The Plant Li",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:543416-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-290892,,FALSE,,,,
Veronica chaemaedrys,Veronica chamaedrys,NA,Veronica chaemaedrys,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,67,2,wfo-0000419437,urn:lsid:ipni.org:names:811804-1,591164,species,wfo-4000040171,L.,Plantaginaceae,,,,Veronica,,chamaedrys,,species,Valid,Sp. Pl. : 13 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 13. 1753 [1 May 1753] to Sp. Pl. : 13 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24536",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:811804-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2453651,,FALSE,,,,
Aronia,Aronia,NA,Aronia sp.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,68,1,wfo-4000003109,urn:lsid:ipni.org:names:331370-2,40019834,genus,wfo-7000000532,Medik.,Rosaceae,,,,Aronia,,,,genus,Conserved,Philos. Bot.  1: 155 (1789),Accepted,,,NA,"Source in seed data: TPL1.1 Update namepublishedIn from Philos. Bot. 1: 140, 155. 1789. to Philos. Bot. 1: 155 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/R",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331370-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,FALSE,,,,Not a synonym
Populus grandidentata,Populus grandidentata,NA,Populus  grandidentata,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,69,1,wfo-0000928328,urn:lsid:ipni.org:names:208297-2,1032087,species,wfo-4000030925,Michx.,Salicaceae,,,,Populus,,grandidentata,,species,Valid,Fl. Bor.-Amer. 2: 243 (1803),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. (Michaux) 2: 243. 1803 [19 Mar 1803] to Fl. Bor.-Amer. 2: 243 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-5000420,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5000420,,FALSE,,,,
